Date,Symbol,Open,High,Low,Close,Volume
01-01-2021 00:00,BTC,28979.74,29108.58,28765,29078.48,46.99566066
01-01-2021 01:00,BTC,29078.48,29524,29028.91,29468.55,181.1015791
01-01-2021 02:00,BTC,29468.55,29524,29161.83,29252.99,47.63278556
01-01-2021 03:00,BTC,29252.99,29398.53,29237.94,29363.61,26.29697664
01-01-2021 04:00,BTC,29363.61,29449.31,29138.55,29280,26.93767312
01-01-2021 05:00,BTC,29280,29291.35,29046.95,29242.57,84.33399081
01-01-2021 06:00,BTC,29242.57,29320.56,29157.78,29211.39,50.32979669
01-01-2021 07:00,BTC,29211.39,29241.93,28894.85,29161.11,189.2753143
01-01-2021 08:00,BTC,29161.11,29245.58,28942.67,29078.65,51.06025845
01-01-2021 09:00,BTC,29078.65,29373.46,29065,29287.27,19.72101079
01-01-2021 10:00,BTC,29287.27,29412.9,29239.4,29341.42,17.43581739
01-01-2021 11:00,BTC,29341.42,29472.66,29311.17,29399.48,41.95757627
01-01-2021 12:00,BTC,29399.48,29684.56,29250,29323.29,81.59863979
01-01-2021 13:00,BTC,29323.29,29557.44,29307.98,29548.96,48.01285983
01-01-2021 14:00,BTC,29548.96,29611.69,29361.14,29397.71,31.57911657
01-01-2021 15:00,BTC,29397.71,29487.37,29100,29250.85,61.56369469
01-01-2021 16:00,BTC,29250.85,29446.1,29205.1,29387.96,23.43279974
01-01-2021 17:00,BTC,29387.96,29428.42,29040.22,29146.51,62.03716365
01-01-2021 18:00,BTC,29146.51,29330.93,28698.87,29147.45,138.2458122
01-01-2021 19:00,BTC,29147.45,29200,29020.06,29122.86,59.96844619
01-01-2021 20:00,BTC,29122.86,29350,28981.76,29314.89,77.45170414
01-01-2021 21:00,BTC,29314.89,29389.67,29226.3,29252.62,39.73150819
01-01-2021 22:00,BTC,29252.62,29400,29185.34,29332.84,53.61977426
01-01-2021 23:00,BTC,29332.84,29401.76,29321.57,29401.76,35.3660204
02-01-2021 00:00,BTC,29401.76,29426.51,29045.84,29278.36,65.96770856
02-01-2021 01:00,BTC,29278.36,29492.08,29177.55,29442,28.45712644
02-01-2021 02:00,BTC,29442,29573.53,29409.07,29425.01,61.00046394
02-01-2021 03:00,BTC,29425.01,29476.44,29350.16,29441.14,21.48541151
02-01-2021 04:00,BTC,29441.14,29477.97,29313.31,29454.3,12.53581733
02-01-2021 05:00,BTC,29454.3,29666.52,29430.49,29666.52,36.78977434
02-01-2021 06:00,BTC,29666.52,29836.7,29561.31,29798.16,55.25878224
02-01-2021 07:00,BTC,29798.16,29888.25,29718.64,29854.94,32.51606269
02-01-2021 08:00,BTC,29854.94,29920,29726,29894.55,62.67430143
02-01-2021 09:00,BTC,29894.55,29957,29645,29645,51.84487489
02-01-2021 10:00,BTC,29645,29879.64,29512.45,29749.56,8.984627932
02-01-2021 11:00,BTC,29749.56,29851.43,29712.68,29825.29,8.620744304
02-01-2021 12:00,BTC,29825.29,31000,29815,30658.33,351.9082092
02-01-2021 13:00,BTC,30658.33,31595.88,30562.21,31595.88,198.7532327
02-01-2021 14:00,BTC,31595.88,31622.64,31128.89,31342.25,162.1147283
02-01-2021 15:00,BTC,31342.25,31888,31312.46,31798.89,130.5945484
02-01-2021 16:00,BTC,31798.89,33075,31798.89,32557.78,455.3985829
02-01-2021 17:00,BTC,32557.78,33058.76,32476,32959.53,171.5877735
02-01-2021 18:00,BTC,32959.53,33309.76,32500,33000,298.6779561
02-01-2021 19:00,BTC,33000,33288.22,32718.06,33090.02,217.5191145
02-01-2021 20:00,BTC,33090.02,33120.43,30000,30671.93,418.4396014
02-01-2021 21:00,BTC,30671.93,31941.52,29999.99,31720.86,302.0390058
02-01-2021 22:00,BTC,31720.86,32306.75,31462.35,32171.16,127.4816688
02-01-2021 23:00,BTC,32171.16,32268,31645.44,32213.64,232.2897136
03-01-2021 00:00,BTC,32213.64,32533.06,31981.6,32476.75,132.2854299
03-01-2021 01:00,BTC,32476.75,32831.66,32253.32,32588.83,94.66737525
03-01-2021 02:00,BTC,32588.83,32900,32588.83,32760.61,47.17846768
03-01-2021 03:00,BTC,32760.61,32782.71,32489.55,32637.23,74.7762887
03-01-2021 04:00,BTC,32637.23,33260,32481.42,33223.95,62.63949306
03-01-2021 05:00,BTC,33223.95,34200,33164.22,33760.3,341.8261617
03-01-2021 06:00,BTC,33760.3,34094.83,33667.25,33997.15,60.0414567
03-01-2021 07:00,BTC,33997.15,34776,33759.55,34523.92,135.9548889
03-01-2021 08:00,BTC,34523.92,34673.24,33752,34400.47,104.3021449
03-01-2021 09:00,BTC,34400.47,34573.38,33856.01,34218.98,54.62701332
03-01-2021 10:00,BTC,34218.98,34361.23,33457.78,33899.1,63.25459615
03-01-2021 11:00,BTC,33899.1,34440,33819.5,34436.56,23.28185066
03-01-2021 12:00,BTC,34436.56,34589.7,33979.51,34144.46,23.42778261
03-01-2021 13:00,BTC,34144.46,34420.29,33840,33920.11,79.54199805
03-01-2021 14:00,BTC,33920.11,34208.43,33528.33,33926.12,70.34208514
03-01-2021 15:00,BTC,33926.12,33954.12,32840,33570.98,134.4982278
03-01-2021 16:00,BTC,33570.98,33875.42,32600,32723.36,147.5782549
03-01-2021 17:00,BTC,32723.36,33266.57,32475.01,32935.64,125.9701795
03-01-2021 18:00,BTC,32935.64,33055.92,32301.61,32797.02,119.094378
03-01-2021 19:00,BTC,32797.02,32923.24,32480.37,32800.72,57.18437028
03-01-2021 20:00,BTC,32800.72,33840.81,32721.64,33758.57,95.92651485
03-01-2021 21:00,BTC,33758.57,33850,33553.85,33601.09,41.26257585
03-01-2021 22:00,BTC,33601.09,33692.44,33046.42,33177.12,98.59911113
03-01-2021 23:00,BTC,33177.12,33642.55,32721.63,33124.08,97.20736863
04-01-2021 00:00,BTC,33124.08,33179.9,32437.1,32908.69,124.0582417
04-01-2021 01:00,BTC,32908.69,33376.85,32646.86,33219.99,50.30875142
04-01-2021 02:00,BTC,33219.99,33615.79,33030,33537.41,22.14476215
04-01-2021 03:00,BTC,33537.41,33617.3,33215.64,33617.3,42.06665378
04-01-2021 04:00,BTC,33617.3,33669,33268.35,33350.87,51.72088187
04-01-2021 05:00,BTC,33350.87,33398.12,32900,32900,76.59977417
04-01-2021 06:00,BTC,32900,33486.1,32900,33260.47,215.5413979
04-01-2021 07:00,BTC,33260.47,33316.58,31777,32172.64,378.4758516
04-01-2021 08:00,BTC,32172.64,32599.99,31418.74,32083.66,132.3692753
04-01-2021 09:00,BTC,32083.66,32154.13,30200,31013.44,326.3010028
04-01-2021 10:00,BTC,31013.44,31205.45,27632.34,30352.53,582.8868599
04-01-2021 11:00,BTC,30352.53,30930.67,29389.73,30779.8,163.1306011
04-01-2021 12:00,BTC,30779.8,31493.83,30427.95,31278.09,175.7659172
04-01-2021 13:00,BTC,31278.09,31436.41,30585.47,31436.41,118.6277332
04-01-2021 14:00,BTC,31436.41,32222,31436.41,32194.36,268.3573608
04-01-2021 15:00,BTC,32194.36,32250,31596.36,31800.6,291.6956387
04-01-2021 16:00,BTC,31800.6,31934.31,30700,31346.4,257.0340571
04-01-2021 17:00,BTC,31346.4,31550.85,30622.56,31024.06,190.3148316
04-01-2021 18:00,BTC,31024.06,31458.93,31007.11,31206.71,143.3812724
04-01-2021 19:00,BTC,31206.71,31897.27,31150,31685.36,225.2120987
04-01-2021 20:00,BTC,31685.36,31876.58,31249,31294.58,267.5336017
04-01-2021 21:00,BTC,31294.58,31619.34,30872.02,31053.56,119.6947345
04-01-2021 22:00,BTC,31053.56,31504.68,31001,31381.68,97.81108578
04-01-2021 23:00,BTC,31381.68,32050,31186.57,32039.02,85.54498329
05-01-2021 00:00,BTC,32039.02,32897.36,32039.02,32469.62,158.0024399
05-01-2021 01:00,BTC,32469.62,32827.48,32292.92,32827.36,69.16458321
05-01-2021 02:00,BTC,32827.36,32886.97,32280.86,32359.67,62.48527495
05-01-2021 03:00,BTC,32359.67,32597.09,31169.94,31203.46,146.2702612
05-01-2021 04:00,BTC,31203.46,31565.16,30486,30917.59,140.5224306
05-01-2021 05:00,BTC,30917.59,31401,30030,30488.15,178.1882528
05-01-2021 06:00,BTC,30488.15,31300.28,29914.5,31170.29,176.2448306
05-01-2021 07:00,BTC,31170.29,31332.98,30784.45,30862.84,21.5730812
05-01-2021 08:00,BTC,30862.84,31519.92,30851.42,31239.87,72.96770027
05-01-2021 09:00,BTC,31239.87,31810.55,31196.93,31588.44,34.63007142
05-01-2021 10:00,BTC,31588.44,31685.69,31128.59,31369.08,25.06285368
05-01-2021 11:00,BTC,31369.08,31829.78,31313.92,31829.78,50.74251843
05-01-2021 12:00,BTC,31829.78,32074.9,31621.19,31642.68,48.57674842
05-01-2021 13:00,BTC,31642.68,31946.73,31498.36,31500,46.67905346
05-01-2021 14:00,BTC,31500,32469.62,31169.69,32381.45,135.1011597
05-01-2021 15:00,BTC,32381.45,32442.52,31988.03,32163.34,105.7834683
05-01-2021 16:00,BTC,32163.34,32749,31871.03,32535.14,174.1337517
05-01-2021 17:00,BTC,32535.14,32877,32333,32835.24,300.5749127
05-01-2021 18:00,BTC,32835.24,33533.4,32747.32,33475.1,238.5403861
05-01-2021 19:00,BTC,33475.1,34299,33216.44,33814.5,319.8677644
05-01-2021 20:00,BTC,33814.5,34174.43,33489.77,34095.92,169.3460106
05-01-2021 21:00,BTC,34095.92,34110.99,33615,33814.82,133.0720456
05-01-2021 22:00,BTC,33814.82,34536.29,33813.69,34333.55,188.5560184
05-01-2021 23:00,BTC,34333.55,34419.24,33786.38,34090.9,110.8017041
06-01-2021 00:00,BTC,34090.9,34250.74,33381.21,33994.52,168.9556879
06-01-2021 01:00,BTC,33994.52,34089.59,33588.49,33875.24,77.34534933
06-01-2021 02:00,BTC,33875.24,34200,33853.78,33970.08,83.01719807
06-01-2021 03:00,BTC,33970.08,34250,33751.01,34228.19,56.28006915
06-01-2021 04:00,BTC,34228.19,35879.69,34204.54,35480.63,437.0388255
06-01-2021 05:00,BTC,35480.63,35729.89,34674.35,35101.65,144.9475155
06-01-2021 06:00,BTC,35101.65,35384.36,34908.65,35277.92,103.828359
06-01-2021 07:00,BTC,35277.92,35411.18,34500,34780.15,102.048097
06-01-2021 08:00,BTC,34780.15,35053.86,34085.09,34644.37,114.4841459
06-01-2021 09:00,BTC,34644.37,34655.81,33685.82,33982.49,128.6203259
06-01-2021 10:00,BTC,33982.49,34678.66,33923,34540.64,61.38694198
06-01-2021 11:00,BTC,34540.64,35363.63,34462.91,35050.95,171.8330441
06-01-2021 12:00,BTC,35050.95,35190.73,34555,35022.62,92.54719358
06-01-2021 13:00,BTC,35022.62,35180.34,34425.99,34682.03,119.2848422
06-01-2021 14:00,BTC,34682.03,34730.1,34169.21,34348.16,135.9423161
06-01-2021 15:00,BTC,34348.16,34930.11,34262.66,34671.98,151.8863132
06-01-2021 16:00,BTC,34671.98,35200,34478.15,34720,174.2391922
06-01-2021 17:00,BTC,34720,35200,34650,35043.09,140.0552138
06-01-2021 18:00,BTC,35043.09,35384.88,35038.95,35358.55,153.8412708
06-01-2021 19:00,BTC,35358.55,35850,34800.01,34942.78,283.9180302
06-01-2021 20:00,BTC,34942.78,36400.01,34358.31,36193.48,750.7306367
06-01-2021 21:00,BTC,36193.48,36621.13,35784.05,36003.55,588.776607
06-01-2021 22:00,BTC,36003.55,36511.31,35800,36129.04,84.1791984
06-01-2021 23:00,BTC,36129.04,37030,36086.03,36907.04,256.5467896
07-01-2021 00:00,BTC,36907.04,37429.11,36543.9,37289.72,272.3810238
07-01-2021 01:00,BTC,37289.72,37333,36780,37023.81,126.5390459
07-01-2021 02:00,BTC,37023.81,37200,36580,37095.87,155.0404598
07-01-2021 03:00,BTC,37095.87,37824.48,37051.69,37613.11,174.9008312
07-01-2021 04:00,BTC,37613.11,37732.91,37169.11,37557.62,76.43733321
07-01-2021 05:00,BTC,37557.62,37868.86,37290.78,37536.63,87.14428914
07-01-2021 06:00,BTC,37536.63,37624.25,36875.04,37260.51,70.14950708
07-01-2021 07:00,BTC,37260.51,37442.03,36800,36941.11,69.12235037
07-01-2021 08:00,BTC,36941.11,37388,36368.06,37275.84,58.09807176
07-01-2021 09:00,BTC,37275.84,37560.91,36950.65,37538.94,49.32111071
07-01-2021 10:00,BTC,37538.94,37561.36,36991.97,37102.27,54.01061241
07-01-2021 11:00,BTC,37102.27,38022.11,37102.27,37878.66,94.22615788
07-01-2021 12:00,BTC,37878.66,38200,37521.77,38044.72,144.7474792
07-01-2021 13:00,BTC,38044.72,38500,37990,38250.66,207.1352312
07-01-2021 14:00,BTC,38250.66,38694.93,38184.54,38523.53,254.8039732
07-01-2021 15:00,BTC,38523.53,39038.65,38194.41,39038.65,387.5761064
07-01-2021 16:00,BTC,39038.65,39672.5,39016.75,39185.61,442.6881704
07-01-2021 17:00,BTC,39185.61,39840,39150,39812.58,299.0939558
07-01-2021 18:00,BTC,39812.58,40396,36129.05,39000,1159.710383
07-01-2021 19:00,BTC,39000,39250,37500,39111.15,393.3582246
07-01-2021 20:00,BTC,39111.15,39235.27,38397.75,39127.7,186.8440409
07-01-2021 21:00,BTC,39127.7,39937,39127.7,39742.86,234.0341537
07-01-2021 22:00,BTC,39742.86,39995.67,39205.54,39725.94,202.8484955
07-01-2021 23:00,BTC,39725.94,39731.65,38601.94,39500,164.7632066
08-01-2021 00:00,BTC,39500,39749,38840.69,38891.68,115.5331199
08-01-2021 01:00,BTC,38891.68,39190.79,37900.45,38711.56,330.1247527
08-01-2021 02:00,BTC,38711.56,38721.61,36588.03,37270.74,505.8955534
08-01-2021 03:00,BTC,37270.74,38500,37130.52,38474.78,156.9291007
08-01-2021 04:00,BTC,38474.78,38986.91,38218.06,38755.01,62.33374288
08-01-2021 05:00,BTC,38755.01,38773.64,37909,38020.42,63.61572595
08-01-2021 06:00,BTC,38020.42,38726.5,37574.79,38544.15,78.35246617
08-01-2021 07:00,BTC,38544.15,39147.3,38361.45,38984.54,148.4337023
08-01-2021 08:00,BTC,38984.54,39025.98,38439.54,38709.49,32.03814436
08-01-2021 09:00,BTC,38709.49,39400,38246.71,39386.04,76.25732275
08-01-2021 10:00,BTC,39386.04,41082.92,39267.06,40758.94,451.3672653
08-01-2021 11:00,BTC,40758.94,41520,40415.91,41322.77,218.62092
08-01-2021 12:00,BTC,41322.77,41799,40888.12,41340,147.8768373
08-01-2021 13:00,BTC,41340,41722.36,40740.82,41344.26,339.9711533
08-01-2021 14:00,BTC,41344.26,41632.1,41000.24,41526.95,215.1630692
08-01-2021 15:00,BTC,41526.95,41999.99,39800.11,40916.92,489.3079918
08-01-2021 16:00,BTC,40916.92,41688.84,40413.89,41376.48,293.0143301
08-01-2021 17:00,BTC,41376.48,41620,40925.27,41065.38,187.2876928
08-01-2021 18:00,BTC,41065.38,41186.14,39810.15,39894.12,339.4737213
08-01-2021 19:00,BTC,39894.12,40737.82,39894.12,40420.18,503.4601173
08-01-2021 20:00,BTC,40420.18,40567,38948.99,39101.24,894.4955802
08-01-2021 21:00,BTC,39101.24,40112.05,38692.01,40102.36,294.8683862
08-01-2021 22:00,BTC,40102.36,40851.77,39757.82,40744.54,122.8746046
08-01-2021 23:00,BTC,40744.54,41118.42,40514.63,40635.59,246.8677025
09-01-2021 00:00,BTC,40635.59,41016.85,40050,40351.56,108.3460709
09-01-2021 01:00,BTC,40351.56,40351.56,39826.08,40250,125.7499069
09-01-2021 02:00,BTC,40250,40605.57,39568.31,40000,144.0712689
09-01-2021 03:00,BTC,40000,40419.9,39750,40279.03,78.00214669
09-01-2021 04:00,BTC,40279.03,40546.29,39830.82,40254.07,72.92941639
09-01-2021 05:00,BTC,40254.07,40254.07,38993.75,39306.51,298.6316361
09-01-2021 06:00,BTC,39306.51,39647.26,38925.02,39031.74,101.7897751
09-01-2021 07:00,BTC,39031.74,39755.97,38768.82,39693.17,70.98406063
09-01-2021 08:00,BTC,39693.17,40324.69,39318.7,40239.66,108.8161431
09-01-2021 09:00,BTC,40239.66,40824.96,40234.44,40312.85,58.61556062
09-01-2021 10:00,BTC,40312.85,40790.74,40149.89,40430.47,29.78210762
09-01-2021 11:00,BTC,40430.47,41286.58,40319.05,40631.27,137.7286226
09-01-2021 12:00,BTC,40631.27,40993.66,40486.32,40957.36,68.42429651
09-01-2021 13:00,BTC,40957.36,41312.06,40744.6,41102.88,59.59764178
09-01-2021 14:00,BTC,41102.88,41419.15,40813.08,40923.69,424.7876241
09-01-2021 15:00,BTC,40923.69,41084.1,40280.05,40666.81,67.11312941
09-01-2021 16:00,BTC,40666.81,40711.71,40000,40114.04,84.47290188
09-01-2021 17:00,BTC,40114.04,40684.55,40103.01,40510.54,74.0005594
09-01-2021 18:00,BTC,40510.54,40905.7,40493.71,40750,84.75441748
09-01-2021 19:00,BTC,40750,41036.3,40591.28,40770.92,54.80361821
09-01-2021 20:00,BTC,40770.92,40884.62,40182.96,40737.82,67.89764125
09-01-2021 21:00,BTC,40737.82,40900,40654.43,40892.21,47.78120276
09-01-2021 22:00,BTC,40892.21,40915.49,40300.04,40463.03,83.16399002
09-01-2021 23:00,BTC,40463.03,40605.07,40129.17,40262.39,72.24038009
10-01-2021 00:00,BTC,40262.39,40861.44,40245.15,40704.97,98.0326119
10-01-2021 01:00,BTC,40704.97,41470.21,40539.4,41264.9,236.1019141
10-01-2021 02:00,BTC,41264.9,41264.9,40957.65,41091.82,85.14271887
